2022,
Month,Forecast
1,362.299234
2,360.8656654
3,383.5000544
4,408.1735507
5,409.0883221
6,402.446417
7,421.2497713
8,418.4002143
9,403.7494745
10,415.9991854
11,386.4508905
12,384.8560484
